indicator,severity,description,source_feed,reference,type
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466180/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466170/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466172/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466169/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466161/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466162/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466154/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466149/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466151/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466152/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466153/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466144/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466145/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466147/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466140/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466133/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466134/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466135/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466138/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466139/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466128/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466130/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466132/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466122/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466125/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466115/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466116/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466117/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466107/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466109/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466110/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466104/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466101/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466092/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466099/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466100/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466083/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466084/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466085/,domain
web.archive.org,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466088/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466089/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466074/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466075/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466076/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466078/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466079/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466070/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466071/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466072/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466073/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466066/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466067/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466063/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466065/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466060/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466054/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466055/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466056/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466058/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466045/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466047/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466048/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466049/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466051/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466052/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466053/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466039/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466040/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466041/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466037/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466032/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466033/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466034/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466027/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466028/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466015/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466016/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466017/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466018/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466020/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466021/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466022/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466023/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466024/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466025/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466011/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466014/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466005/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466006/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466008/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466002/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465993/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465994/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465995/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465996/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465997/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465999/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3466000/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465984/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465985/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465986/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465989/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465990/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465991/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465992/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465980/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465974/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465975/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465977/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465961/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465962/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465963/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465965/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465968/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465969/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465971/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465972/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465957/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465955/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465949/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465951/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465953/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465942/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465945/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465946/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465939/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465931/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465932/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465933/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465935/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465937/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465938/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465924/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465926/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465912/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465914/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465915/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465916/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465919/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465910/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465906/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465909/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465903/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465904/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465905/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465896/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465897/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465898/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465885/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465886/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465888/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465889/,domain
img1.wsimg.com,HIGH,"URLhaus: malware_download (FakeCaptcha,Netskope,PDF,seopoisoning)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3465891/,domain
