indicator,severity,description,source_feed,reference,type
github.com,HIGH,"URLhaus: malware_download (exe,LummaStealer)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487363/,domain
github.com,HIGH,"URLhaus: malware_download (exe,SalatStealer)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487364/,domain
github.com,HIGH,URLhaus: malware_download (QuasarRAT),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487240/,domain
raw.githubusercontent.com,HIGH,URLhaus: malware_download (QuasarRAT),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487239/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487088/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487083/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487080/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487082/,domain
raw.githubusercontent.com,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486184/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486183/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486181/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486180/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486174/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486175/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486176/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486177/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486173/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486172/,domain
github.com,HIGH,"URLhaus: malware_download (exe,github)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485965/,domain
drive.google.com,HIGH,"URLhaus: malware_download (ascii,Encoded,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485218/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485210/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485211/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485212/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485213/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485214/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485215/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485198/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485202/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485203/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485206/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485207/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485208/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485196/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485194/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485193/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485190/,domain
drive.google.com,HIGH,"URLhaus: malware_download (ascii,Encoded,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485152/,domain
drive.google.com,HIGH,"URLhaus: malware_download (encrypted,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485154/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485140/,domain
drive.google.com,HIGH,"URLhaus: malware_download (encrypted,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485125/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485118/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485114/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485116/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485112/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485111/,domain
m.anphelp.top,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484632/,domain
m.fiqhelp.top,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484622/,domain
u9b.top,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484603/,domain
gcxew-33w.top,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484606/,domain
www.livhelp.top,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484609/,domain
axhelp.top,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484614/,domain
mxews5.top,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484586/,domain
acc.nmphelp.top,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484560/,domain
onyxfortitech.de,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484561/,domain
acc.crjhelp.top,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484563/,domain
acc.tishelp.top,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484564/,domain
onyxsafenova.de,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484565/,domain
onyxleo.de,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484570/,domain
accesspoint.cc,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484576/,domain
jdsfrw-11.top,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484577/,domain
innaflux.com,HIGH,"URLhaus: malware_download (connectwise,exe)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484546/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484479/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484480/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484481/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484482/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484483/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484484/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484485/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484474/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484476/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484478/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484467/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484468/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484469/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484470/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484471/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484465/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484466/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484464/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484461/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483994/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483995/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483996/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483997/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483998/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483999/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484000/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484001/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484002/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484003/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484004/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484005/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484006/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484007/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483988/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483989/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483990/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483991/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483992/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483987/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483985/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483986/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483983/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483984/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483981/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483982/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483978/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483979/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483980/,domain
drive.google.com,HIGH,"URLhaus: malware_download (encrypted,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483406/,domain
drive.google.com,HIGH,"URLhaus: malware_download (ascii,Encoded,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483323/,domain
drive.google.com,HIGH,"URLhaus: malware_download (ascii,Encoded,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483320/,domain
drive.google.com,HIGH,"URLhaus: malware_download (encrypted,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483319/,domain
drive.google.com,HIGH,"URLhaus: malware_download (encrypted,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483317/,domain
drive.google.com,HIGH,"URLhaus: malware_download (ascii,Encoded,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483316/,domain
drive.google.com,HIGH,"URLhaus: malware_download (encrypted,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483309/,domain
drive.google.com,HIGH,"URLhaus: malware_download (ascii,Encoded,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483310/,domain
drive.google.com,HIGH,"URLhaus: malware_download (encrypted,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483308/,domain
gian.com.ar,HIGH,"URLhaus: malware_download (exe,Sliver)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483303/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483041/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483034/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483030/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483031/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483023/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483025/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483026/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483027/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483028/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483029/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483018/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483019/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483020/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483021/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483017/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483015/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483014/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483008/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483006/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3482360/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3482367/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3482368/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3482333/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3482343/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3482347/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3482332/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3482330/,domain
www.automobile-bk.de,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3482262/,domain
www.luuk-lifestyle.eu,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3482259/,domain
www.support-data.com,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3482257/,domain
sharegolem.com,HIGH,"URLhaus: malware_download (alturastreet-icu,elf)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3482102/,domain
raw.githubusercontent.com,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481956/,domain
raw.githubusercontent.com,HIGH,"URLhaus: malware_download (js,SmartLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481344/,domain
chillyhiss.update-checker-status.cc,HIGH,"URLhaus: malware_download (exe,LummaStealer,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481222/,domain
chillyhiss.update-checker-status.cc,HIGH,"URLhaus: malware_download (exe,LummaStealer,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481221/,domain
chillyhiss.update-checker-status.cc,HIGH,"URLhaus: malware_download (exe,LummaStealer,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481220/,domain
fox-news-checker.cc,HIGH,"URLhaus: malware_download (exe,LummaStealer,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481205/,domain
fox-news-checker.cc,HIGH,"URLhaus: malware_download (exe,LummaStealer,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481206/,domain
win-network-checker.cc,HIGH,"URLhaus: malware_download (exe,LummaStealer,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481207/,domain
utorrent-server-api.cc,HIGH,"URLhaus: malware_download (exe,LummaStealer,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481202/,domain
utorrent-server-api.cc,HIGH,"URLhaus: malware_download (exe,LummaStealer,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481203/,domain
security-service-api-link.cc,HIGH,"URLhaus: malware_download (exe,LummaStealer,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481204/,domain
update-checker-status.cc,HIGH,"URLhaus: malware_download (exe,LummaStealer,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481201/,domain
security-service-api-link.cc,HIGH,"URLhaus: malware_download (exe,LummaStealer,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481200/,domain
microsoft-auth-network.cc,HIGH,"URLhaus: malware_download (exe,LummaStealer,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481198/,domain
microsoft-auth-network.cc,HIGH,"URLhaus: malware_download (exe,LummaStealer,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481199/,domain
2024.sci-hub.se,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3481138/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480361/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480359/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480360/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480320/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480322/,domain
2fa-v.site,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480283/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480279/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480277/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480278/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480271/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480272/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480273/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480274/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480275/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480276/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480269/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480264/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480265/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480242/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480243/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480244/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480245/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480236/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480239/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480241/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3480197/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3479998/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3479407/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3479330/,domain
github.com,HIGH,"URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3479331/,domain
