indicator,severity,description,source_feed,reference,type
183.30.204.106,HIGH,URLhaus: malware_download (CoinMiner),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551805/,ip
183.30.204.106,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551802/,ip
183.30.204.106,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551803/,ip
183.30.204.106,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551804/,ip
107.172.132.31,HIGH,"URLhaus: malware_download (AgentTesla,exe)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551747/,ip
213.209.150.18,HIGH,"URLhaus: malware_download (exe,SnakeKeylogger)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551746/,ip
107.172.132.32,HIGH,"URLhaus: malware_download (hta,RemcosRAT)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551741/,ip
76.72.238.153,HIGH,"URLhaus: malware_download (32-bit,elf,mips,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551738/,ip
219.70.90.108,HIGH,"URLhaus: malware_download (32-bit,arm,elf,mirai,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551680/,ip
120.28.81.174,HIGH,"URLhaus: malware_download (32-bit,arm,elf,mirai,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551630/,ip
120.28.81.174,HIGH,"URLhaus: malware_download (32-bit,arm,elf,mirai,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551624/,ip
84.21.171.134,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551492/,ip
47.242.66.123,HIGH,URLhaus: malware_download (P2Pinfect),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551493/,ip
112.87.155.113,HIGH,URLhaus: malware_download (hajime),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551425/,ip
46.6.15.103,HIGH,URLhaus: malware_download (hajime),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551407/,ip
188.150.45.193,HIGH,"URLhaus: malware_download (32-bit,elf,mips,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551405/,ip
124.71.110.163,HIGH,"URLhaus: malware_download (censys,CobaltStrike)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551390/,ip
121.40.229.202,HIGH,"URLhaus: malware_download (censys,CobaltStrike)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551387/,ip
152.136.17.91,HIGH,"URLhaus: malware_download (censys,CobaltStrike)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551382/,ip
111.229.217.32,HIGH,"URLhaus: malware_download (censys,CobaltStrike)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551383/,ip
203.115.101.21,HIGH,"URLhaus: malware_download (censys,elf,hajime)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551375/,ip
37.85.140.156,HIGH,"URLhaus: malware_download (backdoor,censys,elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551364/,ip
84.15.250.81,HIGH,"URLhaus: malware_download (censys,elf,hajime)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551361/,ip
60.43.126.239,HIGH,"URLhaus: malware_download (backdoor,censys,elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551358/,ip
222.149.80.212,HIGH,"URLhaus: malware_download (backdoor,censys,elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551356/,ip
81.151.51.236,HIGH,"URLhaus: malware_download (backdoor,censys,elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551352/,ip
81.151.51.236,HIGH,"URLhaus: malware_download (backdoor,censys,elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551353/,ip
121.202.208.193,HIGH,"URLhaus: malware_download (elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551305/,ip
123.227.110.134,HIGH,"URLhaus: malware_download (elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551306/,ip
222.149.241.33,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551265/,ip
219.70.90.108,HIGH,"URLhaus: malware_download (32-bit,arm,elf,mirai,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551201/,ip
112.198.193.5,HIGH,"URLhaus: malware_download (32-bit,arm,elf,mirai,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551186/,ip
151.243.213.208,HIGH,"URLhaus: malware_download (censys,mirai,sh,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551144/,ip
151.243.213.208,HIGH,"URLhaus: malware_download (censys,elf,mirai,opendir,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551134/,ip
151.243.213.208,HIGH,"URLhaus: malware_download (censys,elf,mirai,opendir,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551135/,ip
151.243.213.208,HIGH,"URLhaus: malware_download (censys,elf,mirai,opendir,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551136/,ip
151.243.213.208,HIGH,"URLhaus: malware_download (censys,elf,mirai,opendir,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551137/,ip
151.243.213.208,HIGH,"URLhaus: malware_download (censys,elf,mirai,opendir,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551138/,ip
151.243.213.208,HIGH,"URLhaus: malware_download (censys,elf,mirai,opendir,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551139/,ip
151.243.213.208,HIGH,"URLhaus: malware_download (censys,elf,mirai,opendir,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551140/,ip
151.243.213.208,HIGH,"URLhaus: malware_download (censys,elf,mirai,opendir,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551141/,ip
151.243.213.208,HIGH,"URLhaus: malware_download (censys,elf,mirai,opendir,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551142/,ip
151.243.213.208,HIGH,"URLhaus: malware_download (censys,elf,mirai,opendir,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551133/,ip
160.250.134.95,HIGH,"URLhaus: malware_download (censys,elf,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551130/,ip
160.250.134.95,HIGH,"URLhaus: malware_download (censys,elf,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551131/,ip
160.250.134.95,HIGH,"URLhaus: malware_download (censys,elf,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551132/,ip
160.250.134.95,HIGH,"URLhaus: malware_download (censys,elf,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551129/,ip
112.243.36.13,HIGH,"URLhaus: malware_download (32-bit,arm,elf,mirai,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551081/,ip
208.89.61.141,HIGH,URLhaus: malware_download (jpg-base64-loader),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551032/,ip
107.172.132.57,HIGH,"URLhaus: malware_download (encrypted,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551029/,ip
160.191.86.172,HIGH,"URLhaus: malware_download (censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550962/,ip
160.191.86.172,HIGH,"URLhaus: malware_download (censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550966/,ip
94.154.35.115,HIGH,"URLhaus: malware_download (PureLogStealer,Rhadamanthys)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550926/,ip
160.191.86.172,HIGH,"URLhaus: malware_download (censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550896/,ip
160.191.86.172,HIGH,"URLhaus: malware_download (censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550897/,ip
160.191.86.172,HIGH,"URLhaus: malware_download (censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550898/,ip
160.191.86.172,HIGH,"URLhaus: malware_download (censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550899/,ip
160.191.86.172,HIGH,"URLhaus: malware_download (censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550900/,ip
160.191.86.172,HIGH,"URLhaus: malware_download (censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550892/,ip
160.191.86.172,HIGH,"URLhaus: malware_download (censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550893/,ip
160.191.86.172,HIGH,"URLhaus: malware_download (censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550894/,ip
160.191.86.172,HIGH,"URLhaus: malware_download (censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550895/,ip
213.209.150.18,HIGH,"URLhaus: malware_download (exe,MassLogger,SnakeKeylogger)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550872/,ip
213.209.150.18,HIGH,"URLhaus: malware_download (exe,MassLogger)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550870/,ip
38.60.249.97,HIGH,"URLhaus: malware_download (elf,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550813/,ip
38.60.249.97,HIGH,"URLhaus: malware_download (elf,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550816/,ip
38.60.249.97,HIGH,"URLhaus: malware_download (elf,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550817/,ip
38.60.249.97,HIGH,"URLhaus: malware_download (elf,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550818/,ip
38.60.249.97,HIGH,"URLhaus: malware_download (elf,gafgyt,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550798/,ip
38.60.249.97,HIGH,"URLhaus: malware_download (elf,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550785/,ip
120.28.201.217,HIGH,"URLhaus: malware_download (32-bit,arm,elf,mirai,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550752/,ip
185.156.72.2,HIGH,"URLhaus: malware_download (Amadey,c2-monitor-auto,CoinMiner,dropped-by-amadey,LummaStealer,Vidar)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550737/,ip
46.107.153.223,HIGH,URLhaus: malware_download (exe),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550707/,ip
86.54.42.131,HIGH,"URLhaus: malware_download (elf,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550686/,ip
60.6.50.41,HIGH,"URLhaus: malware_download (32-bit,arm,elf,mirai,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550657/,ip
175.175.30.180,HIGH,"URLhaus: malware_download (32-bit,elf,mips,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550655/,ip
60.6.50.41,HIGH,"URLhaus: malware_download (32-bit,arm,elf,mirai,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550644/,ip
107.172.132.57,HIGH,"URLhaus: malware_download (encrypted,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550623/,ip
38.60.249.97,HIGH,"URLhaus: malware_download (elf,gafgyt,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550597/,ip
38.60.249.97,HIGH,"URLhaus: malware_download (elf,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550603/,ip
112.252.174.190,HIGH,URLhaus: malware_download (ua-wget),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550579/,ip
112.252.174.190,HIGH,URLhaus: malware_download (ua-wget),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550574/,ip
112.252.174.190,HIGH,"URLhaus: malware_download (CoinMiner,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550575/,ip
112.252.174.190,HIGH,"URLhaus: malware_download (CoinMiner,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550576/,ip
112.252.174.190,HIGH,URLhaus: malware_download (ua-wget),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550577/,ip
112.252.174.190,HIGH,"URLhaus: malware_download (CoinMiner,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550578/,ip
124.71.137.28,HIGH,URLhaus: malware_download (CobaltStrike),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550482/,ip
151.242.41.114,HIGH,URLhaus: malware_download (AsyncRAT),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550459/,ip
62.60.226.191,HIGH,"URLhaus: malware_download (c2-monitor-auto,dropped-by-amadey)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550426/,ip
43.198.129.60,HIGH,"URLhaus: malware_download (censys,CobaltStrike)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550403/,ip
121.73.168.9,HIGH,"URLhaus: malware_download (backdoor,censys,elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550395/,ip
190.210.194.253,HIGH,"URLhaus: malware_download (censys,elf,hajime)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550394/,ip
188.29.75.162,HIGH,"URLhaus: malware_download (backdoor,censys,elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550379/,ip
202.59.90.109,HIGH,"URLhaus: malware_download (censys,elf,hajime)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550381/,ip
153.37.252.59,HIGH,"URLhaus: malware_download (censys,elf,hajime)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550382/,ip
2.54.238.151,HIGH,"URLhaus: malware_download (backdoor,censys,elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550388/,ip
88.8.17.128,HIGH,"URLhaus: malware_download (backdoor,censys,elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550372/,ip
83.254.226.199,HIGH,"URLhaus: malware_download (32-bit,elf,mips,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550369/,ip
47.242.161.80,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550359/,ip
47.119.34.138,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550358/,ip
47.239.192.16,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550357/,ip
47.86.190.58,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550356/,ip
83.254.226.199,HIGH,"URLhaus: malware_download (32-bit,elf,mips,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550348/,ip
112.87.155.179,HIGH,URLhaus: malware_download (hajime),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550306/,ip
84.15.250.81,HIGH,URLhaus: malware_download (hajime),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550290/,ip
171.248.169.196,HIGH,URLhaus: malware_download (hajime),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550292/,ip
14.164.209.125,HIGH,"URLhaus: malware_download (32-bit,arm,elf,mirai,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550259/,ip
176.65.144.209,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550234/,ip
176.65.144.209,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550238/,ip
216.201.76.159,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550202/,ip
216.201.76.159,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550203/,ip
216.201.76.159,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550204/,ip
216.201.76.159,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550205/,ip
216.201.76.159,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550206/,ip
216.201.76.159,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550207/,ip
216.201.76.159,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550208/,ip
216.201.76.159,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550209/,ip
216.201.76.159,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550210/,ip
216.201.76.159,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550198/,ip
216.201.76.159,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550199/,ip
216.201.76.159,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550200/,ip
216.201.76.159,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550201/,ip
160.30.45.140,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550193/,ip
160.30.45.140,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550194/,ip
160.30.45.139,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550191/,ip
160.30.45.139,HIGH,"URLhaus: malware_download (mirai,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550192/,ip
196.251.113.165,HIGH,"URLhaus: malware_download (elf,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550054/,ip
80.94.92.143,HIGH,"URLhaus: malware_download (elf,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550044/,ip
185.208.159.232,HIGH,"URLhaus: malware_download (elf,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550042/,ip
143.92.48.9,HIGH,"URLhaus: malware_download (elf,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550019/,ip
196.251.115.5,HIGH,"URLhaus: malware_download (elf,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550024/,ip
8.138.182.17,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550006/,ip
1.234.66.181,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550005/,ip
106.14.68.26,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549998/,ip
106.14.68.26,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549997/,ip
106.14.68.26,HIGH,URLhaus: malware_download (younglotus),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549996/,ip
111.229.78.104,HIGH,URLhaus: malware_download (ValleyRAT),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549991/,ip
111.229.78.104,HIGH,URLhaus: malware_download (ValleyRAT),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549992/,ip
111.229.166.77,HIGH,URLhaus: malware_download (BlackMoon),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549990/,ip
111.229.166.77,HIGH,URLhaus: malware_download (BlackMoon),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549989/,ip
111.229.166.77,HIGH,URLhaus: malware_download (BlackMoon),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549988/,ip
111.229.166.77,HIGH,URLhaus: malware_download (BlackMoon),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549987/,ip
121.40.202.70,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549960/,ip
121.40.202.70,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549959/,ip
121.40.202.70,HIGH,URLhaus: malware_download (Babar),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549958/,ip
185.156.72.8,HIGH,URLhaus: malware_download (dropped-by-amadey),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549920/,ip
62.60.226.191,HIGH,"URLhaus: malware_download (dropped-by-amadey,RedLineStealer)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549916/,ip
185.156.72.8,HIGH,URLhaus: malware_download (dropped-by-amadey),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549913/,ip
42.112.26.71,HIGH,"URLhaus: malware_download (elf,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549822/,ip
42.112.26.71,HIGH,"URLhaus: malware_download (elf,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549820/,ip
42.112.26.71,HIGH,"URLhaus: malware_download (elf,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549815/,ip
42.112.26.71,HIGH,"URLhaus: malware_download (elf,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549816/,ip
42.112.26.71,HIGH,"URLhaus: malware_download (elf,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549817/,ip
42.112.26.71,HIGH,"URLhaus: malware_download (elf,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549818/,ip
42.112.26.71,HIGH,"URLhaus: malware_download (elf,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549819/,ip
42.112.26.71,HIGH,"URLhaus: malware_download (elf,mirai,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549814/,ip
45.76.255.228,HIGH,"URLhaus: malware_download (elf,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549779/,ip
47.102.209.177,HIGH,"URLhaus: malware_download (censys,CobaltStrike)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549665/,ip
120.79.64.164,HIGH,"URLhaus: malware_download (censys,CobaltStrike)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549666/,ip
117.72.206.39,HIGH,"URLhaus: malware_download (censys,CobaltStrike)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549664/,ip
81.71.64.78,HIGH,"URLhaus: malware_download (censys,CobaltStrike)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549660/,ip
123.60.219.97,HIGH,"URLhaus: malware_download (censys,CobaltStrike)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549661/,ip
47.121.114.150,HIGH,"URLhaus: malware_download (censys,CobaltStrike)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549662/,ip
186.87.82.140,HIGH,"URLhaus: malware_download (censys,elf,hajime)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549645/,ip
62.94.241.201,HIGH,"URLhaus: malware_download (censys,elf,hajime)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549647/,ip
87.11.119.171,HIGH,"URLhaus: malware_download (censys,elf,hajime)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549633/,ip
47.62.95.36,HIGH,"URLhaus: malware_download (censys,elf,hajime)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549635/,ip
171.231.159.28,HIGH,"URLhaus: malware_download (censys,elf,hajime)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549636/,ip
2.54.83.155,HIGH,"URLhaus: malware_download (backdoor,censys,elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549627/,ip
113.187.162.12,HIGH,"URLhaus: malware_download (backdoor,censys,elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549631/,ip
77.83.207.69,HIGH,URLhaus: malware_download (Amadey),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549581/,ip
107.172.132.31,HIGH,"URLhaus: malware_download (AgentTesla,encrypted,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549543/,ip
47.242.224.97,HIGH,URLhaus: malware_download (P2Pinfect),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549491/,ip
47.90.159.35,HIGH,URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549489/,ip
153.37.252.59,HIGH,URLhaus: malware_download (hajime),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549433/,ip
162.245.21.149,HIGH,"URLhaus: malware_download (32-bit,elf,mips,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549381/,ip
27.214.70.40,HIGH,"URLhaus: malware_download (32-bit,arm,elf,mirai,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549194/,ip
27.214.70.40,HIGH,"URLhaus: malware_download (32-bit,arm,elf,mirai,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549182/,ip
207.231.111.146,HIGH,URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549155/,ip
81.94.155.251,HIGH,"URLhaus: malware_download (mirai,opendir,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549098/,ip
81.94.155.251,HIGH,"URLhaus: malware_download (mirai,opendir,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549072/,ip
81.94.155.251,HIGH,"URLhaus: malware_download (mirai,opendir,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549075/,ip
81.94.155.251,HIGH,"URLhaus: malware_download (mirai,opendir,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549070/,ip
81.94.155.251,HIGH,"URLhaus: malware_download (mirai,opendir,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3549067/,ip
121.235.219.203,HIGH,"URLhaus: malware_download (32-bit,elf,mips,Mozi)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3548882/,ip
