indicator,severity,description,source_feed,reference
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554248/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554242/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554243/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554244/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554245/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554246/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554247/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554233/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554234/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554235/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554236/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554237/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554238/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554241/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554224/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554225/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554227/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554228/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554230/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554231/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554232/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554215/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554217/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554218/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554219/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554202/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554206/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554207/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554208/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554209/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554211/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554212/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554214/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554198/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554199/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554200/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554193/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554194/
avatars.githubusercontent.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554195/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554187/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554188/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554189/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554191/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554171/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554172/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554173/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554167/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554169/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554149/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554150/
avatars.githubusercontent.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554137/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554138/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554139/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554140/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554141/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554143/
www.ycombinator.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554124/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554125/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554133/
github.githubassets.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554134/
www.ycombinator.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554073/
mintlify.s3-us-west-1.amazonaws.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554030/
search.odin.io,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554012/
mintlify.s3-us-west-1.amazonaws.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554014/
mintlify.s3-us-west-1.amazonaws.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554009/
mintlify.s3-us-west-1.amazonaws.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554011/
mintlify.s3.us-west-1.amazonaws.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554006/
mintlify.s3.us-west-1.amazonaws.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,telnet,unknown)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3554007/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,dropped-by-amadey)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553849/
muckdeveloper.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553761/
bangladeshcentralpressclub.com,HIGH,"Domain hosting: URLhaus: malware_download (GuLoader,rat,RemcosRAT)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553741/
github.com,HIGH,Domain hosting: URLhaus: malware_download (exe),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553737/
github.com,HIGH,Domain hosting: URLhaus: malware_download (exe),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553736/
raw.githubusercontent.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,vbs)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553735/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,dropped-by-amadey,LummaStealer)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553650/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,dropped-by-amadey,LummaStealer)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553649/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,dropped-by-amadey,LummaStealer)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553648/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,dropped-by-amadey,LummaStealer)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553647/
kristalzemin.com,HIGH,"Domain hosting: URLhaus: malware_download (encrypted,GuLoader,rat,RemcosRAT)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553641/
kristalzemin.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded,GuLoader,rat,RemcosRAT)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553640/
palawan-news.com,HIGH,Domain hosting: URLhaus: malware_download (donutloader),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553637/
maidforyou1985.com,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553636/
medthermography.com,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553627/
bitbucket.org,HIGH,"Domain hosting: URLhaus: malware_download (jpg-base64-loader,stego)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553628/
windomstatetheater.com,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553629/
medthermography.com,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553630/
jakestrack.com,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553631/
medthermography.com,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553632/
windomstatetheater.com,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553633/
jakestrack.com,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553634/
bitbucket.org,HIGH,"Domain hosting: URLhaus: malware_download (AsyncRAT,rev-base64-loader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553625/
medthermography.com,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553626/
lang3666.top,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553620/
losartan.top,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553621/
sdnews.top,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553622/
losartan.top,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553623/
simvascor.top,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553624/
simvascor.top,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553617/
zt45gg.top,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553618/
windomstatetheater.com,HIGH,Domain hosting: URLhaus: malware_download (NetSupport),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553609/
fancy-seehorse.netlify.app,HIGH,"Domain hosting: URLhaus: malware_download (base64-loader,MassLogger)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553535/
fancy-seehorse.netlify.app,HIGH,Domain hosting: URLhaus: malware_download (MassLogger),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553534/
drive.google.com,HIGH,Domain hosting: URLhaus: malware_download (Adwind),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553482/
lo.seculogo.sa.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,opendir,RemcosRAT,rev-base64-loader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553458/
lo.seculogo.sa.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,opendir,RemcosRAT,rev-base64-loader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553459/
lo.seculogo.sa.com,HIGH,"Domain hosting: URLhaus: malware_download (exe,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553457/
lo.seculogo.sa.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Formbook,opendir,rev-base64-loader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553456/
lo.seculogo.sa.com,HIGH,"Domain hosting: URLhaus: malware_download (opendir,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553452/
lo.seculogo.sa.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded,Formbook,opendir,rev-base64-loader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553453/
lo.seculogo.sa.com,HIGH,"Domain hosting: URLhaus: malware_download (opendir,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553450/
lo.seculogo.sa.com,HIGH,"Domain hosting: URLhaus: malware_download (opendir,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553451/
lo.seculogo.sa.com,HIGH,"Domain hosting: URLhaus: malware_download (exe,Formbook,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553448/
lo.seculogo.sa.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded,Formbook,opendir,rev-base64-loader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553447/
lo.seculogo.sa.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded,Formbook,opendir,rev-base64-loader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553446/
lo.seculogo.sa.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded,Formbook,opendir,rev-base64-loader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553445/
dn721902.ca.archive.org,HIGH,"Domain hosting: URLhaus: malware_download (jpg-base64-loader,stego)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553443/
dn720707.ca.archive.org,HIGH,"Domain hosting: URLhaus: malware_download (jpg-base64-loader,stego)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553442/
ia600303.us.archive.org,HIGH,"Domain hosting: URLhaus: malware_download (jpg-base64-loader,stego)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553441/
skynetx.com.br,HIGH,Domain hosting: URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553439/
ia601304.us.archive.org,HIGH,"Domain hosting: URLhaus: malware_download (jpg-base64-loader,stego)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553437/
ia800100.us.archive.org,HIGH,"Domain hosting: URLhaus: malware_download (jpg-base64-loader,stego)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553435/
ia800303.us.archive.org,HIGH,"Domain hosting: URLhaus: malware_download (jpg-base64-loader,stego)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553436/
ia600100.us.archive.org,HIGH,"Domain hosting: URLhaus: malware_download (jpg-base64-loader,stego)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553434/
apk-depot.s3.ap-northeast-1.amazonaws.com,HIGH,Domain hosting: URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553403/
pom.ie,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553399/
getbae-ai.com,HIGH,Domain hosting: URLhaus: malware_download (zip),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553397/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,dropped-by-amadey)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553183/
stattcheck-intuiit.com,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,dropped-by-amadey)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3553182/
kristalzemin.com,HIGH,"Domain hosting: URLhaus: malware_download (encrypted,GuLoader,rat,RemcosRAT)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552978/
kristalzemin.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded,GuLoader,rat,RemcosRAT)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552977/
ia800101.us.archive.org,HIGH,"Domain hosting: URLhaus: malware_download (jpg-base64-loader,RedLineStealer)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552976/
bangladeshcentralpressclub.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552969/
bangladeshcentralpressclub.com,HIGH,"Domain hosting: URLhaus: malware_download (encrypted,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552968/
kristalzemin.com,HIGH,"Domain hosting: URLhaus: malware_download (encrypted,GuLoader,rat,RemcosRAT)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552967/
theipgenerators.com,HIGH,"Domain hosting: URLhaus: malware_download (rat,RemcosRAT,rev-base64-loader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552966/
kristalzemin.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded,GuLoader,rat,RemcosRAT)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552965/
nvtai.id.vn,HIGH,Domain hosting: URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552048/
bayidestek.org,HIGH,"Domain hosting: URLhaus: malware_download (RemcosRAT,rev-base64-loader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552046/
raw.githubusercontent.com,HIGH,Domain hosting: URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552045/
raw.githubusercontent.com,HIGH,Domain hosting: URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552040/
raw.githubusercontent.com,HIGH,Domain hosting: URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552042/
raw.githubusercontent.com,HIGH,Domain hosting: URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552043/
raw.githubusercontent.com,HIGH,Domain hosting: URLhaus: malware_download (discordrat),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552037/
raw.githubusercontent.com,HIGH,Domain hosting: URLhaus: malware_download (discordrat),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552038/
lo.seculogo.sa.com,HIGH,"Domain hosting: URLhaus: malware_download (Formbook,rev-base64-loader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552021/
lo.seculogo.sa.com,HIGH,"Domain hosting: URLhaus: malware_download (Formbook,rev-base64-loader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552020/
lo.seculogo.sa.com,HIGH,"Domain hosting: URLhaus: malware_download (Formbook,rev-base64-loader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552019/
github.com,HIGH,Domain hosting: URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552009/
github.com,HIGH,Domain hosting: URLhaus: malware_download (discordrat),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552011/
github.com,HIGH,Domain hosting: URLhaus: malware_download (discordrat),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552014/
github.com,HIGH,Domain hosting: URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3552005/
solsniper.eu,HIGH,"Domain hosting: URLhaus: malware_download (c2-monitor-auto,CoinMiner,dropped-by-amadey,rustystealer)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551926/
corklightlngtrade.com,HIGH,"Domain hosting: URLhaus: malware_download (MetaStealer,msi,opendir)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551752/
p767122-mobac01.tokyo.ocn.ne.jp,HIGH,"Domain hosting: URLhaus: malware_download (elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551318/
p538240-mobac01.tokyo.ocn.ne.jp,HIGH,"Domain hosting: URLhaus: malware_download (elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551317/
p538087-mobac01.tokyo.ocn.ne.jp,HIGH,"Domain hosting: URLhaus: malware_download (elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551315/
14-0-204-188.static.pccw-hkt.com,HIGH,"Domain hosting: URLhaus: malware_download (elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551316/
157-157-22-65.dsl.dynamic.simnet.is,HIGH,"Domain hosting: URLhaus: malware_download (elf,sshdkit)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551314/
p1618213-mobac01.tokyo.ocn.ne.jp,HIGH,Domain hosting: URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3551264/
butbot.sytes.net,HIGH,"Domain hosting: URLhaus: malware_download (botnetdomain,censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550953/
butbot.sytes.net,HIGH,"Domain hosting: URLhaus: malware_download (botnetdomain,censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550903/
butbot.sytes.net,HIGH,"Domain hosting: URLhaus: malware_download (botnetdomain,censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550904/
butbot.sytes.net,HIGH,"Domain hosting: URLhaus: malware_download (botnetdomain,censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550902/
butbot.sytes.net,HIGH,"Domain hosting: URLhaus: malware_download (botnetdomain,censys,elf,mirai,moobot,ua-wget)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3550901/
